time,temperature_2m_mean (°C),cloud_cover_mean (%),rain_sum (mm),wind_gusts_10m_max (km/h)
28/10/2022,18.2,12,0.3,54.4
29/10/2022,18.5,11,0.7,41.8
30/10/2022,16.7,44,0,40.3
31/10/2022,21.4,87,3.6,53.3
1/11/2022,18.6,59,2.8,58.3
2/11/2022,13.8,26,0.2,66.2
3/11/2022,15,31,0.6,41.8
4/11/2022,16.2,53,0.4,29.5
5/11/2022,16.7,33,0.6,36.7
6/11/2022,17.3,55,0,39.6
7/11/2022,18.1,33,1.2,42.8
8/11/2022,18.5,34,0.2,37.4
9/11/2022,17.6,26,0.2,41
10/11/2022,18.2,23,0,42.1
11/11/2022,18.3,64,0,36.7
12/11/2022,19.2,54,0,33.8
13/11/2022,20.6,98,2.4,46.1
14/11/2022,22,29,1.1,65.2
15/11/2022,17.7,38,1.7,38.2
16/11/2022,14.1,33,1.5,48.2
17/11/2022,14.5,21,0,44.6
18/11/2022,15.4,24,0,44.6
19/11/2022,17.4,69,0,49
20/11/2022,21.2,13,0,64.4
21/11/2022,18.4,34,0,73.4
22/11/2022,16.1,11,0,60.8
23/11/2022,19.3,16,0.1,51.1
24/11/2022,18.7,14,0,41.8
25/11/2022,18.5,49,1.6,42.5
26/11/2022,18.2,63,0.1,41.8
27/11/2022,20.9,82,4.1,46.1
28/11/2022,18.5,71,0.9,37.8
29/11/2022,17.8,30,0.3,52.9
30/11/2022,18.2,77,0,40.7
1/12/2022,18,100,0,36.4
2/12/2022,18.7,55,0.4,39.6
3/12/2022,18.1,38,1.2,38.2
4/12/2022,18.7,30,0.1,51.8
5/12/2022,21.6,38,2.5,40.3
6/12/2022,19,32,0.5,43.9
7/12/2022,21.4,79,0,42.8
8/12/2022,18.4,29,1.2,52.6
9/12/2022,16.8,64,0.1,40.3
10/12/2022,17.5,60,0.4,38.9
11/12/2022,20.8,37,0.1,50.4
12/12/2022,23.9,54,1.5,68.4
13/12/2022,18.9,2,0,41.4
14/12/2022,17.4,19,0.1,54.7
15/12/2022,16.7,22,0.3,58.7
16/12/2022,16.5,66,0.6,56.2
17/12/2022,16.1,54,2.2,61.6
18/12/2022,16,72,5.1,62.3
19/12/2022,16.8,68,0.8,61.9
20/12/2022,16.8,43,0.2,47.9
21/12/2022,17,54,0.4,40.3
22/12/2022,17.7,97,0.6,34.9
23/12/2022,20.2,40,0,36
24/12/2022,22.3,26,0,39.2
25/12/2022,21.7,20,0,37.8
26/12/2022,22.4,20,0,45
27/12/2022,21.8,6,0,40.7
28/12/2022,22.5,12,0,56.5
29/12/2022,20.5,90,0.3,50
30/12/2022,20.9,77,5.9,38.2
31/12/2022,21.4,67,1.3,36.7
1/01/2023,22.1,32,0.4,41.8
2/01/2023,22.4,44,0,49
3/01/2023,22.8,23,0,41.8
4/01/2023,21.3,86,24.6,51.1
5/01/2023,18.7,72,43.2,67
6/01/2023,17.7,75,18.1,61.9
7/01/2023,18.7,72,5.5,50
8/01/2023,19,35,0.9,40.3
9/01/2023,19.7,0,0,35.6
10/01/2023,20.7,34,0.1,42.8
11/01/2023,21.3,65,1.3,31
12/01/2023,21.6,77,0.3,41.4
13/01/2023,22.1,85,0.1,42.8
14/01/2023,22.6,88,2.6,47.9
15/01/2023,23.5,15,0,51.5
16/01/2023,23.3,28,0.4,40
17/01/2023,22.7,52,0.5,41.4
18/01/2023,23.8,41,0.9,50.8
19/01/2023,19.9,96,10.1,66.2
20/01/2023,18.8,71,6.4,39.6
21/01/2023,20.3,89,1.9,36.4
22/01/2023,19.2,99,13.8,27.7
23/01/2023,20.4,58,1.1,37.8
24/01/2023,21.4,55,0.5,38.9
25/01/2023,21.7,47,2.8,34.9
26/01/2023,24.3,59,0,34.9
27/01/2023,23,67,2.6,35.6
28/01/2023,24.4,49,0.2,49.7
29/01/2023,25.3,79,2.8,33.8
30/01/2023,23.1,89,29.2,43.2
31/01/2023,22.4,64,0.3,54.7
1/02/2023,22.3,51,0.1,40
2/02/2023,23.5,33,1.6,50.4
3/02/2023,22.7,28,0,41.8
4/02/2023,20.2,3,0,42.8
5/02/2023,20.8,6,0,40.3
6/02/2023,23,30,0,51.5
7/02/2023,22.9,46,3,35.3
8/02/2023,22.4,61,5.3,36.7
9/02/2023,20.8,91,32.9,46.4
10/02/2023,21.9,36,1.1,35.6
11/02/2023,24.4,15,0,45.7
12/02/2023,22.8,28,0,61.9
13/02/2023,21.4,88,4.4,45
14/02/2023,20.3,82,10.5,40.3
15/02/2023,21.2,44,1.5,39.2
16/02/2023,22,43,0,46.8
17/02/2023,22.8,3,0,48.2
18/02/2023,24.6,30,0.1,41.4
19/02/2023,23.4,48,0,39.6
20/02/2023,24.4,6,0,45.7
21/02/2023,23.3,43,10.3,40.3
22/02/2023,20.8,100,20.4,64.1
23/02/2023,20.5,76,2.5,44.3
24/02/2023,20.9,33,0.3,33.8
25/02/2023,21.1,30,0.1,44.3
26/02/2023,23.3,49,0,37.8
27/02/2023,23.1,74,1.1,35.3
28/02/2023,22.8,97,1,40
1/03/2023,22.4,71,0.3,63.7
2/03/2023,21.8,28,1.6,31.3
3/03/2023,21.2,75,25.7,40.7
4/03/2023,21.4,52,2.2,34.9
5/03/2023,22.6,13,0,49
6/03/2023,27.3,21,0,50.4
7/03/2023,24.3,27,0.2,35.6
8/03/2023,22.5,2,0,31.3
9/03/2023,20.3,1,0,43.2
10/03/2023,21,28,0,48.6
11/03/2023,23.1,23,0.3,47.5
12/03/2023,22,49,3.9,49.3
13/03/2023,21.5,72,4,42.5
14/03/2023,20.8,85,5.1,33.1
15/03/2023,21.6,46,0.4,29.2
16/03/2023,25.5,35,0,28.8
17/03/2023,23.3,7,0,48.2
18/03/2023,23.6,25,0,42.1
19/03/2023,23.9,28,0,32.4
20/03/2023,22.1,83,2.8,59.8
21/03/2023,20.6,98,0.4,36.4
22/03/2023,20.4,86,13.1,36.4
23/03/2023,20.9,91,11.9,28.4
24/03/2023,21.1,74,1.8,37.1
25/03/2023,20.7,91,10.3,34.6
26/03/2023,22,90,0,32.4
27/03/2023,21.5,100,6.2,27
28/03/2023,22.4,99,2,29.5
29/03/2023,22.1,53,6.7,45
30/03/2023,18.5,11,0.1,39.2
31/03/2023,17.9,22,0,35.6
1/04/2023,16.6,61,1.8,50.4
2/04/2023,17.5,76,5.5,39.2
3/04/2023,18.4,38,0.6,36.7
4/04/2023,19.3,49,0.5,24.1
5/04/2023,19.2,20,0.2,34.9
6/04/2023,18,70,0.2,20.5
7/04/2023,18.3,61,11.1,38.5
8/04/2023,18.2,21,0,59
9/04/2023,16.4,18,0,60.1
10/04/2023,14.8,11,0,42.5
11/04/2023,15.8,37,0,41
12/04/2023,16,71,1.8,26.3
13/04/2023,16.5,57,11.4,45
14/04/2023,17.2,48,2.1,42.1
15/04/2023,18.1,48,0,41
16/04/2023,19.8,61,0.6,54.7
17/04/2023,16.9,22,0.2,30.6
18/04/2023,17,34,0,28.4
19/04/2023,17.6,60,1.1,31
20/04/2023,17.4,87,13.6,42.8
21/04/2023,17.7,35,1.1,42.8
22/04/2023,17.4,49,1.6,32
23/04/2023,18.1,70,3.9,38.2
24/04/2023,18.8,51,2.9,36
25/04/2023,17.6,40,0,33.5
26/04/2023,17.6,33,0.3,26.6
27/04/2023,18.5,46,0.2,37.8
28/04/2023,18.4,48,0,30.6
29/04/2023,16.9,94,13.6,27
30/04/2023,15.3,50,9.3,36
1/05/2023,14.1,32,0,30.2
2/05/2023,15.5,23,0,45.7
3/05/2023,17.2,26,0,51.1
4/05/2023,14.5,3,0,49
5/05/2023,14.7,10,0,29.9
6/05/2023,13.7,21,0,25.9
7/05/2023,11.1,50,6,54.7
8/05/2023,12.1,75,2.9,63
9/05/2023,13.7,35,0,45.4
10/05/2023,13.3,3,0,32.8
11/05/2023,14,23,0,27
12/05/2023,14.4,31,0,24.8
13/05/2023,15.8,44,7.1,32.8
14/05/2023,14.9,64,1.6,26.6
15/05/2023,13.9,68,2.5,23.4
16/05/2023,14.6,38,0,47.5
17/05/2023,13.9,72,7.3,54.7
18/05/2023,12.5,52,2.1,43.6
19/05/2023,11.8,4,0,28.8
20/05/2023,12,7,0,36.7
21/05/2023,13.2,39,0.3,69.8
22/05/2023,11.8,2,0,29.2
23/05/2023,11,10,0,24.8
24/05/2023,11.3,28,0,21.6
25/05/2023,14,82,0,27.4
26/05/2023,13.8,58,0.6,62.6
27/05/2023,10.9,3,0,41
28/05/2023,11,35,0,42.1
29/05/2023,12.7,16,0,39.2
30/05/2023,13.6,40,0,31.3
31/05/2023,14.6,69,0,28.4
1/06/2023,15.9,53,0,24.1
2/06/2023,14.9,72,0.3,27.7
3/06/2023,16,72,0.1,32.4
4/06/2023,16.8,94,0.6,36.7
5/06/2023,15.6,89,0,34.2
6/06/2023,14.6,60,0.1,24.5
7/06/2023,15,59,0,35.3
8/06/2023,14,62,2.5,36.7
9/06/2023,13.1,48,0,41.8
10/06/2023,11.7,0,0,31.3
11/06/2023,10.4,4,0,24.1
12/06/2023,11.8,66,1.3,31.7
13/06/2023,14.7,23,0,36
14/06/2023,12.4,4,0,38.2
15/06/2023,12.3,6,0,36
16/06/2023,11.5,0,0,28.1
17/06/2023,10.7,4,0,23
18/06/2023,11.3,6,0,49.3
19/06/2023,10.1,16,0,39.6
20/06/2023,10.3,33,0,45.7
21/06/2023,9.1,25,0,28.8
22/06/2023,10.5,82,3.3,24.1
23/06/2023,13.2,45,5.9,41
24/06/2023,12.8,42,0,32.4
25/06/2023,13.1,4,0,44.6
26/06/2023,12.9,14,0,47.2
27/06/2023,12.3,79,0,37.1
28/06/2023,10.1,100,5.8,29.5
29/06/2023,10.2,11,0,37.8
30/06/2023,11.4,9,0,50
1/07/2023,12.4,43,0,48.6
2/07/2023,11.7,47,0,36.4
3/07/2023,11.9,99,0.1,24.1
4/07/2023,13,100,10.2,16.2
5/07/2023,14.2,38,1.4,28.1
6/07/2023,12.1,21,0,29.2
7/07/2023,11.8,26,0,43.9
8/07/2023,13.1,10,0,55.1
9/07/2023,13.3,18,0,56.9
10/07/2023,13.1,11,0,31.7
11/07/2023,11.3,0,0,36.7
12/07/2023,11.4,1,0,24.1
13/07/2023,10.8,20,0,21.2
14/07/2023,13.3,30,0,25.9
15/07/2023,16.9,79,0,45.7
16/07/2023,14.4,76,0.9,26.6
17/07/2023,12.7,46,0.7,22.7
18/07/2023,13.3,27,0,24.1
19/07/2023,10.9,2,0,41
20/07/2023,9.7,18,0,28.4
21/07/2023,12.2,45,1,51.5
22/07/2023,10.7,8,0,35.3
23/07/2023,11.2,25,3.7,42.8
24/07/2023,12.7,45,3.9,35.6
25/07/2023,11.3,3,0,25.2
26/07/2023,11.4,12,0,22.7
27/07/2023,11.6,1,0,25.6
28/07/2023,15.1,36,0,43.2
29/07/2023,15.3,35,0.1,21.6
30/07/2023,16.8,3,0,37.4
31/07/2023,14.6,0,0,41.8
1/08/2023,14.2,1,0,33.8
2/08/2023,14.1,39,0.4,25.2
3/08/2023,13.4,9,0,28.8
4/08/2023,13.5,57,0,37.8
5/08/2023,13.8,90,5.2,24.1
6/08/2023,14,46,1.6,40.7
7/08/2023,12.4,79,3.5,26.6
8/08/2023,12.5,38,5,30.6
9/08/2023,13.1,15,0,32
10/08/2023,15.3,23,0,59.4
11/08/2023,12.9,18,0,28.4
12/08/2023,12.3,15,0,24.1
13/08/2023,13.4,98,0.5,35.6
14/08/2023,12.9,86,13,28.1
15/08/2023,11.8,40,1.2,43.6
16/08/2023,11.3,48,0.7,22.7
17/08/2023,12.1,58,1.5,31.3
18/08/2023,13.1,40,3.8,61.9
19/08/2023,12.4,8,0,48.2
20/08/2023,15,16,0,39.6
21/08/2023,13.2,42,0,27.7
22/08/2023,14.8,59,0,28.8
23/08/2023,14.4,43,0.5,46.8
24/08/2023,13.5,33,0.4,23.8
25/08/2023,12.7,7,0,28.8
26/08/2023,13,51,0.8,27.4
27/08/2023,13.5,61,0.5,31.3
28/08/2023,13.8,85,0.5,34.2
29/08/2023,14.4,25,0,31.7
30/08/2023,15.9,70,1.7,30.6
31/08/2023,13.9,39,0.8,37.4
1/09/2023,13.7,30,0.2,60.5
2/09/2023,13.1,28,0,35.3
3/09/2023,12.8,41,0,31
4/09/2023,13.8,38,0,41
5/09/2023,16.9,36,0.6,42.1
6/09/2023,14.4,0,0,43.9
7/09/2023,16.8,25,0,52.2
8/09/2023,16,57,4.8,54.4
9/09/2023,12.4,4,0,37.1
10/09/2023,12,2,0,34.9
11/09/2023,12.5,2,0,34.2
12/09/2023,13.6,34,0,27.7
13/09/2023,14.4,32,0,29.5
14/09/2023,15.6,32,0,30.2
15/09/2023,17.5,56,0,38.5
16/09/2023,22,0,0,36.7
17/09/2023,22.8,0,0,31.7
18/09/2023,21.7,0,0,37.8
19/09/2023,23.8,0,0,36.4
20/09/2023,26.6,4,0,59.4
21/09/2023,17.5,23,0.9,55.1
22/09/2023,15.1,40,0.5,45.4
23/09/2023,14.6,70,0,33.1
24/09/2023,14.4,18,0,35.3
25/09/2023,16.3,13,0,40.3
26/09/2023,16.2,44,3.8,49
27/09/2023,17.1,83,3.9,34.6
28/09/2023,17.5,61,4,30.2
29/09/2023,17.1,17,0,34.6
30/09/2023,18.4,34,0,40.7
1/10/2023,24.7,38,0,59
2/10/2023,19,28,0,40.7
3/10/2023,25,66,0,48.2
4/10/2023,22,96,13.6,51.1
5/10/2023,16.4,14,0,52.9
6/10/2023,15.3,54,1.2,50.8
7/10/2023,15,51,2,44.6
8/10/2023,14.6,25,0.4,37.8
9/10/2023,16.4,2,0,45
10/10/2023,17,53,2.4,34.6
11/10/2023,18.4,24,0.1,46.8
12/10/2023,21.4,53,0.3,67.7
13/10/2023,16.8,21,1.7,47.9
14/10/2023,19.9,20,0,33.5
15/10/2023,18.3,11,0,45.4
16/10/2023,16.9,41,3.1,84.6
17/10/2023,15.3,56,0.9,61.6
18/10/2023,17.2,59,0.2,32.8
19/10/2023,16.8,28,0.1,42.1
20/10/2023,18.2,16,0,45
21/10/2023,20,24,0,57.2
22/10/2023,21.8,26,0,34.2
23/10/2023,19.2,11,0,40
24/10/2023,20,19,0,47.2
25/10/2023,19.6,49,0.8,48.6
26/10/2023,14.5,96,9.8,59
27/10/2023,15.2,66,5.8,56.2
28/10/2023,15.8,76,0,35.3
29/10/2023,17.8,27,0,46.1
30/10/2023,22.8,40,0,39.6
31/10/2023,21.4,42,0,61.6
1/11/2023,16.7,43,0.9,46.4
2/11/2023,17.8,42,0.2,37.1
3/11/2023,18.5,86,2.2,36.4
4/11/2023,17.7,92,7.8,42.1
5/11/2023,16.6,97,28,42.5
6/11/2023,16.5,48,0,29.2
7/11/2023,18,54,0,46.1
8/11/2023,19.6,57,0.1,46.8
9/11/2023,20.1,67,6.4,46.4
10/11/2023,19.6,28,0,48.2
11/11/2023,21.9,67,0,52.2
12/11/2023,21.1,57,0.1,49.3
13/11/2023,19.2,54,1.6,42.8
14/11/2023,19.8,76,0,41.4
15/11/2023,20.1,63,4.5,47.5
16/11/2023,19.8,95,7.4,41
17/11/2023,17.6,55,5.4,58.3
18/11/2023,18,33,0.1,47.9
19/11/2023,19.4,32,0,51.8
20/11/2023,21.2,88,0.2,36.4
21/11/2023,20.4,61,4,32.4
22/11/2023,20.8,80,0,50.8
23/11/2023,20.3,100,4.4,48.2
24/11/2023,20.5,100,6.8,36
25/11/2023,20.2,95,11.4,33.8
26/11/2023,23,18,0.1,32
27/11/2023,21.2,56,1.7,39.2
28/11/2023,20.1,96,13.2,49.7
29/11/2023,20.9,74,26,49.7
30/11/2023,21,33,0.7,30.2
1/12/2023,20.3,60,0.2,37.8
2/12/2023,20.1,74,16,32
3/12/2023,19.4,25,0.5,51.5
4/12/2023,19.6,56,1.4,34.2
5/12/2023,22.5,22,0,40
6/12/2023,22,36,0,46.8
7/12/2023,21.1,78,0,42.8
8/12/2023,24.8,61,0,46.8
9/12/2023,28.9,37,0,65.9
10/12/2023,23.5,67,2.9,56.9
11/12/2023,23.8,59,0.5,37.4
12/12/2023,23.6,63,0.4,36.7
13/12/2023,23.7,52,0,49
14/12/2023,29.4,25,0,57.6
15/12/2023,22.8,28,0.1,44.6
16/12/2023,25.5,28,0,37.8
17/12/2023,22.4,38,0.4,45.4
18/12/2023,23.4,67,0.8,44.3
19/12/2023,26,100,0.3,58.7
20/12/2023,18.9,100,43.8,60.1
21/12/2023,19.3,79,1.5,67
22/12/2023,19.4,64,0.9,43.9
23/12/2023,19.6,56,1.4,32.4
24/12/2023,19.9,87,7.3,37.1
25/12/2023,21.4,61,0.6,36.4
26/12/2023,22.1,41,3.4,36.7
27/12/2023,21.3,48,8.9,49
28/12/2023,21.9,18,0.2,36.4
29/12/2023,21.6,84,20.5,31.3
30/12/2023,21,47,0.7,48.6
31/12/2023,19.9,99,5.2,34.9
1/01/2024,21.8,76,1.4,47.2
2/01/2024,23.3,43,0,53.6
3/01/2024,23.5,78,0,44.3
4/01/2024,22.7,89,2.9,59
5/01/2024,21.2,81,1.1,46.4
6/01/2024,21.1,54,0.1,34.6
7/01/2024,22.6,82,0,52.9
8/01/2024,23.5,84,3.2,34.6
9/01/2024,22.9,38,0.4,45
10/01/2024,23.3,47,0.2,42.8
11/01/2024,24,49,3.5,36.7
12/01/2024,24,24,1.6,42.1
13/01/2024,23.9,35,1.1,42.8
14/01/2024,22.7,90,10.9,45
15/01/2024,20.6,99,60.3,50.8
16/01/2024,22,82,2.3,39.6
17/01/2024,23.9,92,15.9,36.7
18/01/2024,23.5,16,1.3,36.7
19/01/2024,22,47,0.1,37.8
20/01/2024,23.1,71,0.1,44.3
21/01/2024,26,14,0,65.9
22/01/2024,21.5,62,0.7,63
23/01/2024,21.9,66,0.8,32
24/01/2024,24.1,38,0,39.2
25/01/2024,26.8,97,0,46.1
26/01/2024,27.4,62,1.4,58.3
27/01/2024,22.1,89,1.7,38.9
28/01/2024,22,66,0.7,38.5
29/01/2024,24.5,45,0.1,47.2
30/01/2024,24,61,3.8,48.6
31/01/2024,23.1,75,2.3,45
1/02/2024,23.2,58,0.5,47.9
2/02/2024,23.5,44,0.1,44.3
3/02/2024,23.3,44,0.1,50.4
4/02/2024,25.7,80,0,51.8
5/02/2024,27,96,0.8,40
6/02/2024,22.3,99,5.3,61.2
7/02/2024,20.5,91,2.2,58
8/02/2024,21.1,92,0.1,45.4
9/02/2024,20.8,82,3.1,50.8
10/02/2024,21.9,58,2.4,53.3
11/02/2024,21.3,50,0.4,28.8
12/02/2024,22.2,16,0,45
13/02/2024,24.7,13,0,51.5
14/02/2024,23.3,63,2.3,58
15/02/2024,21.1,100,3.6,33.5
16/02/2024,23,74,21,40
17/02/2024,24.5,33,0.2,33.1
18/02/2024,24,82,0,28.1
19/02/2024,21.8,94,7.8,38.9
20/02/2024,20.5,92,16,33.5
21/02/2024,21.9,96,5.3,34.9
22/02/2024,23.3,43,0.3,37.8
23/02/2024,26.3,41,4.5,61.6
24/02/2024,21,89,1.1,50
25/02/2024,21.1,26,0,39.2
26/02/2024,21.5,63,0.5,56.5
27/02/2024,21.8,95,4.4,31.7
28/02/2024,23.6,67,0.2,45
29/02/2024,27.3,45,0.1,46.8
1/03/2024,24.4,79,0,34.2
2/03/2024,22.8,94,4.1,58.7
3/03/2024,23.6,57,0.2,62.3
4/03/2024,20.5,53,0.2,53.3
5/03/2024,19.8,8,0,39.2
6/03/2024,22.6,60,0,40
7/03/2024,22.9,49,1.4,47.2
8/03/2024,23.1,21,0.7,37.1
9/03/2024,23,9,0,37.8
10/03/2024,23.3,27,0.1,41.4
11/03/2024,23.1,72,0,38.9
12/03/2024,23.6,22,0,34.6
13/03/2024,23.2,60,0,34.2
14/03/2024,23.5,37,1,59
15/03/2024,21,68,2.9,46.8
16/03/2024,20.3,87,4.1,28.8
17/03/2024,19.7,86,19.4,30.6
18/03/2024,20.8,90,3.1,30.6
19/03/2024,22,38,1.6,39.6
20/03/2024,21.2,78,11.7,63.7
21/03/2024,18.7,71,0.4,56.5
22/03/2024,17.8,41,0.5,23
23/03/2024,18.5,58,1.2,27.4
24/03/2024,20.3,41,2,33.8
25/03/2024,20.2,14,0,29.2
26/03/2024,20.2,8,0,28.1
27/03/2024,20.9,30,1.7,34.6
28/03/2024,20.2,48,2.5,33.1
29/03/2024,20.4,46,0.1,27.4
30/03/2024,19.4,14,0,34.2
31/03/2024,19.9,100,0,33.1
1/04/2024,21.3,30,0,43.6
2/04/2024,20.9,42,15.5,39.6
3/04/2024,19,47,0.1,33.8
4/04/2024,19.3,100,12.7,33.5
5/04/2024,19.3,100,60.7,70.9
6/04/2024,21.7,29,26.3,70.6
7/04/2024,19.7,15,0.5,18.7
8/04/2024,18.8,37,0.8,30.2
9/04/2024,15.7,90,17.1,58
10/04/2024,16.2,39,0,52.9
11/04/2024,15.9,7,0,41.8
12/04/2024,16.5,8,0,29.9
13/04/2024,17,34,1.3,25.9
14/04/2024,18.5,24,0,25.9
15/04/2024,17.9,28,0,23.4
16/04/2024,17.7,26,0.4,26.3
17/04/2024,17.9,33,1.3,37.8
18/04/2024,16.6,31,1.8,29.5
19/04/2024,15.7,61,0.4,33.1
20/04/2024,16.8,78,14.9,58
21/04/2024,16.9,45,1.4,42.1
22/04/2024,16.6,10,0,25.2
23/04/2024,17.9,0,0,32.4
24/04/2024,19.1,61,0.1,64.4
25/04/2024,15.8,6,0.1,29.5
26/04/2024,14.8,5,0,38.2
27/04/2024,15.2,16,0.1,22
28/04/2024,16.9,58,0,29.5
29/04/2024,17.9,61,0,19.1
30/04/2024,17,94,4.9,53.6
1/05/2024,15.4,79,11.3,48.6
2/05/2024,15.5,71,5.6,36
3/05/2024,14.7,98,14.8,31.7
4/05/2024,15.4,99,5.9,24.5
5/05/2024,15.2,100,29.6,47.9
6/05/2024,17.6,66,23.3,58.7
7/05/2024,16.3,68,2.2,32
8/05/2024,15.9,59,7,27.7
9/05/2024,15.7,58,4.6,27
10/05/2024,16.4,88,3.1,27.4
11/05/2024,16,95,29.7,33.1
12/05/2024,16,80,10.5,31.7
13/05/2024,17,33,4,52.6
14/05/2024,15.7,5,0.2,26.3
15/05/2024,15.8,41,0.2,20.9
16/05/2024,15.2,91,0.4,22.3
17/05/2024,15.6,57,0,29.9
18/05/2024,13.3,68,3.9,70.6
19/05/2024,12.2,33,0,33.1
20/05/2024,12.9,30,0.5,46.1
21/05/2024,14.8,42,1,43.9
22/05/2024,12.6,2,0,25.9
23/05/2024,11.9,14,0,25.9
24/05/2024,12.4,72,0,22
25/05/2024,13.5,98,0,21.6
26/05/2024,13.1,42,0,23
27/05/2024,12.2,1,0,26.6
28/05/2024,11.9,9,0,22.7
29/05/2024,13,18,0,20.2
30/05/2024,14.7,62,0,35.3
31/05/2024,17.6,100,1.9,43.6
1/06/2024,13.9,100,48.5,56.5
2/06/2024,13,99,16.1,47.9
3/06/2024,11.2,45,0,31.3
4/06/2024,11.4,68,0,38.9
5/06/2024,11.6,95,1,21.2
6/06/2024,13.4,100,17.5,25.6
7/06/2024,14.7,87,5.3,49.7
8/06/2024,14.3,61,0.9,38.9
9/06/2024,13.1,52,0,34.2
10/06/2024,11.9,27,0.2,37.1
11/06/2024,11.5,84,0,42.5
12/06/2024,12.8,34,2.8,56.9
13/06/2024,11,73,0,30.6
14/06/2024,11.9,99,9.5,25.9
15/06/2024,11.5,92,18.2,42.5
16/06/2024,10.2,9,0,36
17/06/2024,12,64,0.5,46.4
18/06/2024,10.7,6,0,31.3
19/06/2024,8.4,1,0,32.8
20/06/2024,8.2,64,0,22.7
21/06/2024,10.2,23,0,27.7
22/06/2024,10.9,85,8.8,47.5
23/06/2024,11.7,54,4.7,32.8
24/06/2024,9.8,42,0,23.8
25/06/2024,10.4,24,0,22.7
26/06/2024,12.2,47,0,26.6
27/06/2024,10.6,23,0,22
28/06/2024,10.2,4,0,22
29/06/2024,12.5,60,0,34.2
30/06/2024,13.1,89,5.8,35.6
1/07/2024,10.1,38,1.4,47.2
2/07/2024,11.8,44,3.7,46.4
3/07/2024,12.2,64,8.1,50.4
4/07/2024,13.5,58,4.1,42.1
5/07/2024,13.5,51,2.6,42.1
6/07/2024,13.2,63,2.9,39.6
7/07/2024,12.8,73,1.4,22.3
8/07/2024,13.8,96,4.7,34.2
9/07/2024,14.3,63,3.7,24.1
10/07/2024,11.5,12,0.2,21.6
11/07/2024,11.3,53,0,22
12/07/2024,11.4,80,0,31.3
13/07/2024,12.5,79,0,38.9
14/07/2024,10.6,8,0,35.6
15/07/2024,9.5,9,0,47.5
16/07/2024,10.7,81,0.1,46.4
17/07/2024,12.9,52,0.5,41.8
18/07/2024,11.5,22,0,42.5
19/07/2024,10.3,49,0,34.2
20/07/2024,12.8,53,0,64.1
21/07/2024,12.3,17,0,59.4
22/07/2024,10.8,41,0,26.6
23/07/2024,10.6,4,0,24.5
24/07/2024,11.2,58,0,29.5
25/07/2024,16,88,0.1,41.4
26/07/2024,14.1,38,1.7,32
27/07/2024,10.7,76,3.2,22
28/07/2024,10.1,12,0,51.8
29/07/2024,10.4,41,0,54.7
30/07/2024,10.9,46,0,54.7
31/07/2024,11.7,44,0,54.7
1/08/2024,11.6,51,1.2,51.1
2/08/2024,11.4,46,1.5,31
3/08/2024,10.3,26,0,22.3
4/08/2024,9.6,83,0,22
5/08/2024,10.2,97,0.1,15.5
6/08/2024,11.2,20,0.1,30.6
7/08/2024,9.6,27,0,26.3
8/08/2024,11.1,34,0,34.6
9/08/2024,12.1,79,0.9,30.6
10/08/2024,12.5,59,0.2,27
11/08/2024,12.5,54,0.5,28.4
12/08/2024,13.3,96,3,21.6
13/08/2024,15.9,90,3.4,40.7
14/08/2024,15.5,100,22.5,19.1
15/08/2024,14.3,65,0.2,33.1
16/08/2024,14.7,60,0.1,25.6
17/08/2024,15.2,35,0.1,39.2
18/08/2024,13.7,62,0.2,55.1
19/08/2024,13.4,53,0.3,23.4
20/08/2024,14.2,48,0.2,38.5
21/08/2024,18.3,56,0,37.8
22/08/2024,16,55,0,23.8
23/08/2024,14.1,39,0,33.1
24/08/2024,19,43,0.2,45
25/08/2024,19,88,1.1,52.6
26/08/2024,17.9,3,0,53.6
27/08/2024,15.6,28,0,37.1
28/08/2024,20.9,51,0,67.7
29/08/2024,16.8,36,0,31
30/08/2024,20.6,20,0,50.8
31/08/2024,18.2,0,0,52.2
1/09/2024,18.9,0,0,53.3
2/09/2024,17.8,4,0,72.7
3/09/2024,12.8,0,0,48.2
4/09/2024,13.6,33,0,45.4
5/09/2024,19.2,30,0,38.2
6/09/2024,21.8,0,0,41
7/09/2024,19.4,23,0,43.9
8/09/2024,15.4,84,0,25.2
9/09/2024,17.6,47,0,42.5
10/09/2024,16.2,31,0,33.5
11/09/2024,16.1,87,0,34.6
12/09/2024,16.2,73,3.8,63.7
13/09/2024,13.9,33,0.1,43.6
14/09/2024,14.4,33,0,67.7
15/09/2024,12.5,44,0.2,75.6
16/09/2024,12.4,10,0,39.2
17/09/2024,13.8,18,0,34.6
18/09/2024,15.4,6,0,45.7
19/09/2024,18.7,4,0,62.3
20/09/2024,16.1,0,0,40
21/09/2024,17,4,0,31.3
22/09/2024,17.2,17,0,42.8
23/09/2024,18.8,12,0,31
24/09/2024,18.6,96,0,38.9
25/09/2024,21.5,99,0.8,36.7
26/09/2024,13.8,100,19.8,55.8
27/09/2024,15,71,2.4,55.4
28/09/2024,15.8,78,1,37.1
29/09/2024,16.3,87,12.6,31
30/09/2024,16,48,19.1,55.1
1/10/2024,15.1,8,0,36.7
2/10/2024,15.8,77,3.4,35.6
3/10/2024,15.3,48,0.3,31
4/10/2024,15.5,75,0,34.9
5/10/2024,19.7,68,6.8,41.8
6/10/2024,20.1,32,0,37.4
7/10/2024,20.1,42,0,34.9
